PCA 1,PCA 2,PCA 3,target,prediction
0.5743219021374689,0.9757813487677977,1.2217615379186595,True,True
2.2821022996339506,-0.27906633278250914,1.2004966882884915,False,False
1.8580356242305174,0.2709723619806448,1.3723706880203648,False,False
0.8847802882230719,0.7564678692950949,1.3420682317005188,True,True
-0.6896133988745311,-1.239262476448861,3.113237392248045,False,False
2.471287709866241,-0.19475939067031042,1.145769742196879,False,False
2.0717008981035545,-0.2547516885982155,1.0962281727720034,False,False
1.8027419623632988,0.5582512253969595,1.028376238157445,False,False
1.3531517194394018,1.0622246441370091,1.192379838878516,True,True
2.1686605581149028,-0.2094930222033969,0.8538540543613568,False,False
1.629859836910481,0.14429621558691055,1.2049937065194,False,False
2.3797432016871034,-0.10090484594775795,0.8374736727889361,False,False
2.957369892818616,0.17962702086062593,1.1982604463867532,False,False
0.640301216123563,0.959439790599211,1.0528007279292113,True,True
-0.5856305941563112,-2.872988503485134,3.0169340052251736,False,False
0.051005405196148816,0.35808830242675505,0.42123948877066164,False,False
-0.15695863681876626,-1.9418035851302664,3.4641668825599052,False,False
0.9127234951187405,1.1066790330517253,1.315448958368962,True,True
0.7195855775827452,0.8468035148151046,1.3684827248434634,True,True
0.40912719149714233,1.0661169942878073,1.2481760310616041,True,True
2.212720047168817,-0.0569345619095074,0.9525747311462481,False,False
0.6922351226111954,1.48429354198805,0.997869001648987,True,True
1.7697317841395883,0.4286508012337919,1.0293779330191035,False,False
2.662886585985035,0.22800639626258165,1.3474018557130947,False,False
1.7346917737174208,0.2310501774708618,0.9579680143212214,False,False
1.0726365627883936,1.02377263032814,1.2471781605085746,True,True
2.1892057526588387,-0.15431688359879472,1.1434170710251594,False,False
2.2783724674969585,0.44178335301016347,1.4282964900898911,False,False
0.2966819397454868,0.22057453059069734,0.4561294272166283,False,False
0.876047863693005,0.1311588865303148,1.734213557747676,False,False
1.6157712463125662,0.0791491230435974,1.3010661992400763,False,False
0.6149584777356251,0.8156921074281647,1.33232963302249,True,True
1.8268538898847664,0.1877372992992364,1.2846858176676559,False,False
2.3617018371093854,1.3823663361631389,1.0894680647055612,False,False
1.8743588839867085,0.45976220862073186,1.065531024840077,False,False
1.1981043006648484,0.3417077458725088,2.1851788530343215,False,False
0.19085737744853742,0.12400497373569895,0.6743539007209955,False,False
0.956253390324708,1.3963166188547151,1.4006290372178036,True,True
1.2465748638975591,-0.09368065918634196,1.935450830928905,False,False
2.0155628950350715,0.19478397546851403,1.0674289846457998,False,False
2.3535979933278566,0.1676011641711947,0.9530294425122451,False,False
2.6757269561725203,0.7373627919881109,1.1765213213338284,False,False
0.07413038662284364,0.08138538012654804,0.3475987762152618,False,False
1.1879570087990752,1.1525602896570188,1.2187943320214607,True,True
2.9581723627899246,-0.2326266724293732,1.3622335817567226,False,False
2.2344760776025048,-0.00593472837407317,1.1350294486571924,False,False
1.912764239065911,0.21003792956333314,0.9425893276104592,False,False
2.3590088677521153,0.29825217276489513,1.492762034859532,False,False
2.4598467687563175,0.5402030711660277,1.7619936246633305,False,False
3.161474332060649,0.6823907982709871,1.9525690579846728,False,False
3.327775103139883,0.8306550712365661,1.6324526570415947,False,False
2.0386709642647336,0.21488890454278642,0.9986672500121329,False,False
1.7534085243833968,0.2398609545937048,1.3362175961993914,False,False
0.3538335296299237,1.353395857704122,0.9041815811986844,True,True
0.8861323270190463,0.725572964833933,1.0908517795559076,True,True
2.92504095663671,0.18292941713739067,1.0786132441595029,False,False
-0.4104161450886949,-1.418247093862188,3.3145460409677203,False,False
2.8604102328072676,0.13436835446580722,1.4406345647974002,False,False
2.084945147500205,-0.02734779540448763,1.3153509417880431,False,False
2.8892484105237846,0.9499765077450981,0.9217848249201201,False,False
0.025662666808210798,0.2143406192557086,0.7007683938639403,False,False
2.13208364691366,0.0865966183357609,0.8881091863766072,False,False
1.6411139847005043,0.22289680621464378,1.0215372941467975,False,False
1.5351348460574095,0.22268030328886576,1.2366006544704353,False,False
1.9196292089303744,0.6081443638454535,1.0571434024721096,False,False
-0.4395044131823923,-1.3511208030548285,3.160202153147152,False,False
2.1432980641118538,0.24600031192972638,1.0348203418331061,False,False
3.533962354045008,0.5055119685657066,1.880865550957118,False,False
2.9944232091018437,-0.039202353735610825,1.3265352013017462,False,False
0.3351115152067711,0.2820193961864385,0.7971528468737205,False,False
0.8975203545518894,0.3253398594019584,2.112944044930821,False,False
1.4888606628219374,0.46491700323613994,0.9199169626945248,False,False
1.2114016540932506,0.41867408156277824,2.2214033203937413,False,False
2.8385629337479084,0.6624811414030054,1.4808426351066777,False,False
2.4948020043762194,-0.09737706898102311,0.954927402317968,False,False
0.7362475540415759,0.6124022198924951,1.9840129553915393,False,False
-0.05350505262545679,0.8427090227646024,1.9175709971363748,False,False
2.3749991905377876,1.4593326718534083,1.125692532064981,False,False
0.9815961287126461,1.5400643020257616,1.1211001321245249,True,True
2.703427723468233,1.1298953818542385,0.9552683482525347,False,False
-0.8982080462598095,-2.287808176104078,2.023332656471802,False,False
1.641690280592825,1.0118111831267824,1.580368019434715,True,True
0.16449740732887075,0.4405106002738746,0.4815422254979149,False,False
-0.34768528335328314,-1.0639703800393183,2.4397348583284644,False,False
3.3235078484828597,0.6802641702534586,1.9594953370972497,False,False
-0.37677355144698044,-0.9968440892319588,2.285390970507896,False,False
3.0509476818355323,0.18778039211684394,1.1346911665611767,False,False
1.978103353471527,0.336335957449736,1.0612348349760508,False,False
3.0294060705700896,1.5371709561669593,1.2508880608569535,False,False
0.20190668827874098,0.14696300986642089,0.7740762723675453,False,False
0.22281697552387825,0.26505524780737744,0.48247254482112667,False,False
2.060833219978737,0.34316613069323554,1.0590413622778325,False,False
2.182749148712818,-0.1443459296600837,0.7577815616406806,False,False
1.6781673009837321,0.004067431618406964,1.1498120490617907,False,False
-0.5133693774040008,-1.3066400858381486,3.18654527075165,False,False
2.0265739167042383,-0.0990524476091149,0.8115068128706343,False,False
2.499644583612525,1.2466770131840565,1.7279010887235353,False,False
2.551924110121398,-0.33829057091557896,1.21023528696652,False,False
2.048736172418242,0.029224778541334376,0.8718809251363341,False,False
2.111132227089408,-0.04585691288385601,0.7206267749580487,False,False
-0.2578592355678083,-2.5718719599538042,2.23430852833106,False,False
2.2117345030613293,0.13204083813290143,1.4118781458747163,False,False
3.1716104912709357,0.8475661514637377,2.022134297599614,False,False
3.0380788189465924,0.39530860909008,1.0352525746913321,False,False
1.580405171001075,0.3710624585135874,1.228213032102468,False,False
2.3544004632991653,-0.24465252911880433,1.1170025778822146,False,False
3.5713504773924813,0.7160409992175301,1.2855832734111405,False,False
1.9679366730036254,0.46791557987694987,1.0019617450145004,False,False
1.8512125255960095,0.12286282033810879,0.7786482160520286,False,False
